Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
2652624324606312,2 to 11 Years,MCA,$57K-$121K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Contract,122723,2023-03-29,Female,Brooke Roberts,001-615-963-8161x00011,Physical Therapist,Geriatric Physical Therapist,Stack Overflow Jobs,"Focus on the physical therapy needs of elderly patients, addressing mobility and age-related conditions.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Geriatric rehabilitation Fall prevention Elderly patient care,"Focus on the elderly population, addressing age-related mobility and pain issues. Create fall prevention programs and improve overall functional independence.",PPL,"{""Sector"":""Energy"",""Industry"":""Utilities: Gas and Electric"",""City"":""Allentown"",""State"":""Pennsylvania"",""Zip"":""18101"",""Website"":""www.pplweb.com"",""Ticker"":""PPL"",""CEO"":""Vincent Sorgi""}"
2062919111291709,4 to 12 Years,PhD,$65K-$104K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Contract,24212,2022-04-02,Both,Angela Mullins,234-670-7649,Architect,Architectural Designer,USAJOBS,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations.,Performance Food Group,"{""Sector"":""Food and Beverage"",""Industry"":""Wholesalers: Food and Grocery"",""City"":""Richmond"",""State"":""Virginia"",""Zip"":""23238"",""Website"":""www.pfgc.com"",""Ticker"":""PFGC"",""CEO"":""George L. Holm""}"
2915165531826614,0 to 10 Years,M.Tech,$61K-$101K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,31124,2023-06-18,Male,Robert Moreno,(392)282-9735,Operations Manager,Supply Chain Manager,The Muse,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,"Manage the supply chain process, including procurement, inventory management, and logistics. Optimize supply chain operations for cost-effectiveness and timely delivery. Monitor supplier performance and relationships.",Freeport-McMoRan,"{""Sector"":""Mining"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Phoenix"",""State"":""Arizona"",""Zip"":""85004"",""Website"":""www.fcx.com"",""Ticker"":""FCX"",""CEO"":""Richard C. Adkerson""}"
922741857839046,3 to 15 Years,BCA,$58K-$123K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,20053,2022-05-22,Both,Justin Taylor,3009808354,Financial Analyst,Investment Analyst,Internships.com,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Financial analysis Investment evaluation Portfolio management Data analysis,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations.","Dr. Pepper Snapple Group, Inc.","{""Sector"":""Beverage"",""Industry"":""Food and Beverage"",""City"":""Plano"",""State"":""TX"",""Zip"":""75024"",""Website"":""https://www.drpeppersnapplegroup.com/"",""Ticker"":""N/A"",""CEO"":""N/A""}"
858567483262712,5 to 10 Years,B.Com,$55K-$107K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,61529,2023-08-02,Both,Tiffany Stevenson,(485)977-7507,Nurse Practitioner,Family Nurse Practitioner,LinkedIn,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Family medicine Health assessment Pediatric care Chronic disease management Patient education,"Focus on family-centered care, providing healthcare services to individuals and families of all ages. Perform physical exams, order diagnostic tests, and manage chronic conditions. Promote health and wellness.",China Eastern Airlines,"{""Sector"":""Aviation and Travel"",""Industry"":""Airlines & Aviation"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.ceair.com/"",""Ticker"":""600115"",""CEO"":""Ma Xulun""}"
1089635424671540,4 to 11 Years,MBA,$59K-$80K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Part-Time,92361,2023-06-02,Both,Denise Kelly,837-322-9761x81997,Research Scientist,Senior Researcher,The Muse,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills","Plan and conduct scientific research projects, including experimental design and data analysis. Collaborate with cross-functional teams and provide technical expertise. Publish research findings in peer-reviewed journals.",Sinochem Group,"{""Sector"":""Chemicals and Energy"",""Industry"":""Chemicals"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.sinochem.com/"",""Ticker"":""N/A"",""CEO"":""Zhang Wei""}"
2160427815262580,0 to 13 Years,PhD,$58K-$87K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Intern,98773,2022-03-13,Both,Darius Gardner,(870)743-3785x29446,Substance Abuse Counselor,Recovery Coach,SimplyHired,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Addiction recovery support Motivational interviewing Relapse prevention strategies,Offer ongoing support and guidance to individuals in recovery. Assist with relapse prevention strategies and coping skills. Foster a supportive and empathetic relationship.,Petronet LNG,"{""Sector"":""Oil & Gas"",""Industry"":""Oil and Gas"",""City"":""New Delhi"",""State"":""Delhi"",""Zip"":""110 017"",""Website"":""www.petronetlng.com"",""Ticker"":""PETRONET"",""CEO"":""Akshay Kumar Singh""}"
954774971004481,4 to 14 Years,M.Com,$56K-$125K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,30544,2022-01-26,Female,Cynthia Neal,8767962742,Network Engineer,Network Administrator,Jobs2Careers,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)","Manage and maintain computer networks, troubleshoot network issues, and ensure network availability and performance. Implement network security measures and policies. Monitor network traffic and optimize performance.",Alibaba Health Information Technology,"{""Sector"":""Healthcare Technology"",""Industry"":""Healthcare"",""City"":""Hangzhou"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.alihealth.cn/"",""Ticker"":""0241.HK"",""CEO"":""N/A""}"
680420430426652,4 to 10 Years,M.Tech,$55K-$84K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Part-Time,118318,2023-03-17,Male,Lisa Smith,429-609-0975,Dental Hygienist,Dental Hygiene Educator,Internships.com,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,Educate patients on oral hygiene practices and preventive care. Provide oral health instruction and advice. Develop and deliver educational programs.,Brambles Limited,"{""Sector"":""Transportation/Logistics"",""Industry"":""Logistics"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.brambles.com/"",""Ticker"":""BXB"",""CEO"":""Graham Chipchase""}"
1988699505275373,3 to 15 Years,M.Com,$58K-$87K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,128767,2022-07-19,Both,Shane Galvan,839-245-7499x900,Marketing Specialist,Marketing Analytics Specialist,Jobs2Careers,"Marketing Analytics Specialists analyze marketing data to derive insights and inform marketing strategies. They use tools like Google Analytics and data analysis software to track campaign performance, customer behavior, and market trends.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Marketing analytics Data analysis Data visualization Market research Google Analytics Marketing automation Reporting tools,Analyze marketing data and generate insights to drive decision-making. Use tools like Google Analytics and marketing automation platforms. Report on key performance metrics and ROI.,Berkeley Group Holdings,"{""Sector"":""Real Estate"",""Industry"":""Real Estate/Construction"",""City"":""Cobham"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.berkeleygroup.co.uk"",""Ticker"":""BKG.L"",""CEO"":""Rob Perrins""}"
538647128313811,5 to 8 Years,M.Com,$63K-$97K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,12961,2023-07-24,Both,Kathryn Randolph,686-496-8574x78495,Content Writer,Copywriter,Snagajob,"Copywriters create compelling written content for various mediums, such as advertising, websites, and marketing materials. They craft persuasive and engaging messages that resonate with target audiences.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Copywriting Content creation SEO Marketing strategies Creativity,"Create engaging and persuasive content for marketing materials, websites, blog posts, and social media. Conduct keyword research and SEO optimization. Proofread and edit content for accuracy and clarity.",Anglo American plc,"{""Sector"":""Mining and Metals"",""Industry"":""Mining"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.angloamerican.com"",""Ticker"":""AAL.L"",""CEO"":""Mark Cutifani""}"
2027294722799233,0 to 11 Years,BBA,$59K-$101K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,132133,2023-04-22,Male,Brandon Olson,5005488811,Public Relations Specialist,Crisis Communication Manager,The Muse,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Develop crisis communication plans and strategies for handling PR crises. Respond to crises and manage public perception and reputation. Provide media training for spokespersons.,NTPC Limited,"{""Sector"":""Utilities"",""Industry"":""Utilities"",""City"":""New Delhi"",""State"":""Delhi"",""Zip"":""110049"",""Website"":""https://www.ntpc.co.in/"",""Ticker"":""NTPC"",""CEO"":""Gurdeep Singh""}"
989209330139059,3 to 9 Years,M.Tech,$57K-$110K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,24085,2022-11-08,Both,Katie Rodriguez,265-544-7814,Front-End Engineer,JavaScript Developer,ZipRecruiter,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting","Develop interactive web applications using JavaScript frameworks and libraries, such as React or Angular. Debug and resolve frontend issues. Ensure cross-browser compatibility.",Marriott International,"{""Sector"":""Hospitality"",""Industry"":""Hotels, Casinos, Resorts"",""City"":""Bethesda"",""State"":""Maryland"",""Zip"":""20814"",""Website"":""www.marriott.com"",""Ticker"":""MAR"",""CEO"":""Anthony G. Capuano""}"
2982809038923507,5 to 14 Years,PhD,$65K-$114K,"Washington, D.C.",USA,37.0902,-95.7129,Contract,97200,2022-10-27,Male,Brian King,(693)663-3280x9998,Legal Counsel,Intellectual Property Lawyer,Stack Overflow Jobs,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,"Protect and manage intellectual property rights, trademarks, patents, and copyrights. Conduct IP due diligence and trademark searches. Handle IP disputes and enforcement.",China Eastern Airlines,"{""Sector"":""Aviation and Travel"",""Industry"":""Airlines & Aviation"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.ceair.com/"",""Ticker"":""600115"",""CEO"":""Ma Xulun""}"
1235852970280029,1 to 10 Years,B.Tech,$58K-$87K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,62402,2023-01-13,Female,Bryan Murray,726-563-8809,Network Engineer,Network Administrator,Idealist,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)","Manage and maintain computer networks, troubleshoot network issues, and ensure network availability and performance. Implement network security measures and policies. Monitor network traffic and optimize performance.",BJ's Wholesale Club,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""Marlborough"",""State"":""Massachusetts"",""Zip"":""1752"",""Website"":""www.bjs.com"",""Ticker"":""BJ"",""CEO"":""Robert W. Eddy""}"
776948016864849,0 to 14 Years,B.Tech,$64K-$83K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,49218,2021-11-23,Both,Alexander Martin,466.457.8458,Copywriter,Technical Copywriter,ZipRecruiter,"Technical Copywriters create content that explains complex technical concepts in a clear and accessible manner. They often write user manuals, product documentation, and technical guides to assist users and customers.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Technical writing Documentation User manuals Technical specifications Industry-specific terminology Research skills,"Create technical documentation, user manuals, and product guides. Translate complex technical concepts into clear and concise content. Work closely with subject matter experts.",Landstar System,"{""Sector"":""Industrials"",""Industry"":""Trucking, Truck Leasing"",""City"":""Jacksonville"",""State"":""Florida"",""Zip"":""32224"",""Website"":""www.landstar.com"",""Ticker"":""LSTR"",""CEO"":""James B. Gattoni""}"
1566285432049644,3 to 11 Years,BA,$65K-$104K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Part-Time,36998,2022-10-30,Both,Melissa Young,+1-332-386-7030,Art Teacher,Art Education Coordinator,The Muse,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Art education curriculum Program development Teacher training Communication skills Artistic expertise,"Coordinate art education programs, curriculum development, and student assessments. Collaborate with other educators and schools. Organize art exhibitions and showcases.","Etsy, Inc.","{""Sector"":""E-commerce/Online Marketplace"",""Industry"":""E-commerce"",""City"":""Brooklyn"",""State"":""NY"",""Zip"":""11201"",""Website"":""https://www.etsy.com/"",""Ticker"":""ETSY"",""CEO"":""Josh Silverman""}"
2226096540565122,5 to 15 Years,BCA,$60K-$98K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,111807,2023-01-05,Male,Brian Riggs,001-749-342-4703,Art Teacher,Fine Arts Instructor,Dice,"A Fine Arts Instructor teaches various forms of fine arts, such as painting, sculpture, or drawing, to students, guiding them in developing their artistic skills and creativity.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Artistic skills Teaching ability Communication skills Art history knowledge Creativity,"Teach fine arts, including drawing, painting, and sculpture, to students of all ages. Develop and execute art lesson plans. Foster creativity and artistic expression.",Sempra,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""San Diego"",""State"":""California"",""Zip"":""92101"",""Website"":""www.sempra.com"",""Ticker"":""SRE"",""CEO"":""""}"
555530769012028,1 to 12 Years,B.Com,$59K-$106K,"Washington, D.C.",USA,37.0902,-95.7129,Part-Time,94995,2023-02-13,Both,Melanie Kelly,001-584-407-9727x485,UX/UI Designer,Interaction Designer,Monster,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",Evolution Mining,"{""Sector"":""Mining and Metals/Gold"",""Industry"":""Mining"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.evolutionmining.com.au/"",""Ticker"":""EVN"",""CEO"":""Jake Klein""}"
2141636510107763,5 to 8 Years,MCA,$64K-$86K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Contract,96125,2021-10-24,Female,Michael Johnson,566-566-8513,Email Marketing Specialist,Deliverability Analyst,Stack Overflow Jobs,"Monitor and improve email deliverability rates, troubleshoot delivery issues, and maintain a clean email list.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Email deliverability best practices Spam filter testing List hygiene Blacklist monitoring Email authentication (e.g., SPF, DKIM) Deliverability metrics analysis Troubleshooting deliverability issues Communication skills Data analysis Attention to detail","Focus on email deliverability, monitoring email sender reputation and list quality. Troubleshoot email delivery issues and maintain sender compliance. Implement best practices for inbox placement.",Larsen & Toubro Infotech,"{""Sector"":""Information Technology"",""Industry"":""Information Technology Services"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400063"",""Website"":""https://www.lntinfotech.com/"",""Ticker"":""LTI"",""CEO"":""Sanjay Jalona""}"
500097793788928,1 to 15 Years,BCA,$62K-$130K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,20835,2023-05-29,Both,Ashley Taylor,847-444-2382,Architect,Sustainable Design Specialist,USAJOBS,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,Focus on sustainable and eco-friendly architectural practices. Integrate green building technologies and materials into architectural designs. Advise on energy-efficient building solutions.,WHSmith,"{""Sector"":""Retail"",""Industry"":""Retail - Books & News"",""City"":""London"",""State"":""England"",""Zip"":""W6 0NP"",""Website"":""https://www.whsmithplc.co.uk/"",""Ticker"":""SMWH"",""CEO"":""Carl Cowling""}"
321028018591149,2 to 13 Years,B.Tech,$55K-$118K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,49555,2023-05-29,Both,Tracy Flores,+1-325-702-8569,Legal Counsel,Intellectual Property Lawyer,Dice,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,"Protect and manage intellectual property rights, trademarks, patents, and copyrights. Conduct IP due diligence and trademark searches. Handle IP disputes and enforcement.",Linde plc,"{""Sector"":""Industrial Gases"",""Industry"":""Chemicals"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.linde.com"",""Ticker"":""LIN"",""CEO"":""Steve Angel""}"
845925357735363,2 to 15 Years,BCA,$56K-$89K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Part-Time,126178,2022-01-25,Both,Sierra Peterson,(218)713-9647x5831,Paralegal,Real Estate Paralegal,Stack Overflow Jobs,"Assist in real estate transactions, including title searches, closings, and contract preparation.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Real estate transactions Title searches Closing processes Deed preparation Contract review Communication with real estate professionals Attention to detail Real estate terminology Technology proficiency Legal software proficiency Legal research skills,"Specialize in real estate transactions, including title searches, closings, and document preparation. Research property records and zoning regulations. Coordinate real estate transactions.",Alaska Air Group,"{""Sector"":""Airlines"",""Industry"":""Airlines"",""City"":""Seattle"",""State"":""Washington"",""Zip"":""98188"",""Website"":""www.alaskaair.com"",""Ticker"":""ALK"",""CEO"":""Benito Minicucci""}"
1741127414680726,3 to 15 Years,M.Tech,$56K-$113K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Contract,15446,2021-12-09,Female,Kenneth Williams,345.483.5430,Digital Marketing Specialist,SEO Specialist,Monster,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",Energy Transfer,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75225"",""Website"":""www.energytransfer.com"",""Ticker"":""ET"",""CEO"":""Thomas E. Long""}"
1937694882576825,3 to 10 Years,BBA,$59K-$112K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,14680,2022-04-23,Both,Jesse Hoover,001-919-773-6556,Quality Assurance Analyst,Test Automation Engineer,Indeed,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management","Design, develop, and maintain automated test scripts and frameworks. Conduct regression testing and performance testing. Implement continuous integration and automated testing processes.",Capital One Financial,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""McLean"",""State"":""Virginia"",""Zip"":""22102"",""Website"":""www.capitalone.com"",""Ticker"":""COF"",""CEO"":""Richard D. Fairbank""}"
2342196766458952,2 to 8 Years,BCA,$61K-$129K,"Washington, D.C.",USA,37.0902,-95.7129,Temporary,103053,2022-12-06,Both,Nicholas Carey,(420)814-6876x7459,Art Director,Creative Director,Glassdoor,"Creative Directors lead creative teams in developing visual and conceptual designs for various media, ensuring brand consistency and artistic quality.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Creative leadership Art direction Concept development Visual design Advertising and marketing expertise,"Lead and oversee creative teams, including graphic designers and copywriters. Develop and maintain the artistic and creative direction of projects. Ensure brand consistency and visual identity in all creative materials.",Admiral Group,"{""Sector"":""Insurance"",""Industry"":""Insurance - Property/Casualty"",""City"":""Cardiff"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.admiralgroup.co.uk"",""Ticker"":""ADM.L"",""CEO"":""Milena Mondini""}"
1046604839450495,2 to 14 Years,BBA,$65K-$115K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,121573,2022-10-27,Female,Tammy Moran,(645)950-8158x5459,Social Media Manager,Social Media Strategist,USAJOBS,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,Develop and implement social media strategies to increase brand awareness and engagement. Create and curate content for various social media platforms. Monitor social media metrics and analyze performance.,Insurance Australia Group (IAG),"{""Sector"":""Insurance"",""Industry"":""Insurance"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.iag.com.au/"",""Ticker"":""IAG"",""CEO"":""Nick Hawkins""}"
2757318235150807,4 to 13 Years,MBA,$58K-$125K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Part-Time,82088,2022-06-11,Both,Mary Bell,(678)927-5346x3685,Systems Administrator,IT Support Specialist,Jobs2Careers,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,"Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Install and configure computer systems and software. Maintain IT documentation and knowledge base.",Huawei Technologies,"{""Sector"":""Technology and Networking"",""Industry"":""Technology & Telecommunications"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.huawei.com/"",""Ticker"":""N/A"",""CEO"":""Ren Zhengfei""}"
879776572112278,4 to 14 Years,BBA,$56K-$92K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,95777,2022-05-23,Female,Keith Vargas,918-426-4128x1617,Data Scientist,Machine Learning Engineer,The Muse,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Develop machine learning models and algorithms for data analysis and prediction. Preprocess and clean data for model training. Evaluate model performance and fine-tune parameters.,GlaxoSmithKline,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.gsk.com"",""Ticker"":""GSK"",""CEO"":""Emma Walmsley""}"
1567843962032287,1 to 9 Years,B.Tech,$60K-$88K,"Washington, D.C.",USA,37.0902,-95.7129,Full-Time,92294,2022-03-06,Female,Donald Lam,(745)622-6346,Nurse Practitioner,Primary Care Nurse Practitioner,CareerBuilder,"Primary Care Nurse Practitioners provide essential healthcare services, diagnosing and treating common medical conditions, and offering preventive care to patients.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Nursing care Patient assessment Health promotion Medication administration Electronic health records (EHR),"Provide comprehensive primary healthcare services, including assessments, diagnoses, and treatments. Educate patients on health management and prevention. Prescribe medications and develop care plans.",Abbott Laboratories,"{""Sector"":""Healthcare"",""Industry"":""Medical Products and Equipment"",""City"":""Abbott Park"",""State"":""Illinois"",""Zip"":""60064"",""Website"":""www.abbott.com"",""Ticker"":""ABT"",""CEO"":""Robert B. Ford""}"
